"product_id","product_name","product_brand","category","product_description","links","product_price","product_image"
"82","Interlagos light HE earmuffs","Delta plus","Ear protection","Ear muffs for use with safety helmets
Replaceable cushions available , a perfect solution for a longer use of equipement
Replaceable cushions available , a perfect solution of hygiene kit","https://www.deltaplus.com.ar/sl/p/interlagos-light-he","0.00","Ear Protection\Interlagos light HE earmuffs.png"
"83","Rain suit","Delta plus","Body protection","Waterproof rain set covered in reinforced fabric for greater durability in adverse weather conditions
100% PVC Impregnated polyester fabric","https://www.deltaplus.eu/es/p/400","0.00","body protec/400.png"
"84","W20 HiVis vest","Leo","Body protection","Made from recycled plastic bottles
Unique airflow fabric allowing for increased circulation
Mobile phone pocket with hook and loop fastened flapPen pocket with D ringImproved fit with deeper armholesRetromax reflective tape","https://www.leoworkwear.com/waistcoats%20vests/coolviz-waistcoats-213/cobbaton-iso-20471-class-2-coolviz-superior-waistcoat","0.00","body protec/cobbaton_20471.png"
"85","W19  HiVis vest","Leo","Body protection","Covered seams to prevent flaming debris
Retromax FR flame retardant reflective tape
Flame retardant hook and loop front fastener
V-neck design
Higher neck and drop back for added body protection","https://www.leoworkwear.com/waistcoats%20vests/fr-and-anti-static-waistcoats/clifton-iso-20471-class-2-lfs-anti-static-waistcoat-139221274?search=w19","0.00","body protec/W20-O__COBBATON_-640x640-.png"
"86","Fleece jacket",,,"Crafted from luxuriously soft fleece
The fleece fabric traps heat without weighing you down, making it perfect for layering or wearing on its own
Features like a full-zip closure, hand-warmer pockets, and a cozy collar",,"0.00","body protec/Fleece jacket.png"
"87","Nurse uniforms",,"Body protection","Designed for the demanding workday, our uniforms blend functionality, durability, and professional style
With ample pockets for essential tools and a flattering fit",,"0.00","body protec/Nurse uniforms.png"
"88","Overall",,"Body protection","Meticulously crafted to provide exceptional durability and functionality
Various materials available from flame retardant, cotton, polyester, etc
Can be branded, print or embroidery",,"0.00","body protec/Overalls.png"
"89","Rain coat",,"Body protection","Made with high-quality waterproof materials
Despite its protective shell, the coat utilizes breathable fabrics
Can be customised with reflective tape or not",,"0.00","body protec/Raincoat.png"
"90","PVC Apron","Delta plus","Body protection","Adjustment buckle on the neck
Dimensions: 120 cm x 90 cm. Thickness: 0,30 mm.","https://www.deltaplus.eu/p/tabalpv","0.00","body protec\PVC Apron.png"
"91","Rain proof ",,"Fabrics","Ensures complete rain protection
Allows air circulation to prevent overheating and moisture build-up
Built to withstand harsh weather conditions and frequent use without compromising its integrity.
Lightweight and easy to move in
Available in Grey, Orange & Navyblue",,"0.00","fabrics\Rainproof.jpg"
"92","Poly-cotton",,"Fabrics","Combines the durability of polyester with the softness and breathability of cotton
The high polyester content makes this fabric highly resistant to wear and tear
The cotton component adds a soft, comfortable feel
Machine washable and wrinkle-resistant
Available in Grey & Navyblue",,"0.00","fabrics\Poly cotton.jpg"
"93","Flame retardant",,"Fabrics","Provides reliable protection against fire hazards
Remains soft and comfortable, ensuring ease of movement and wearability for extended periods.
Machine washable and resistant to shrinking
Offers additional protection against chemical spills and splashes
Available in Royal blue",,"0.00","fabrics\Flame Retardant.jpg"
"94","Scrubs material",,"Fabrics","Designed with a blend of soft materials, ensuring maximum comfort for long shifts
Allows for excellent air circulation, keeping you cool and comfortable
Machine washable and resistant to shrinking and fading
Engineered to resist common stains, maintaining a clean and professional appearance 
Available in Navy blue",,"0.00","fabrics\Scrub Material.jpg"
"95","PVC reflective tapes",,,"Designed to provide excellent reflectivity, ensuring maximum visibility in low light 
Made from high-quality PVC material, offering superior durability and resistance to wear and tear
Features a flexible design that can easily conform to various surfaces, making it simple to apply on clothing, equipment, and vehicles
Available in silver and Grey",,"0.00","fabrics\Pvc Tapes.jpg"
"96","Maud sneaker","Safety jogger","Foot protection","Designed to keep your feet cool no matter how long your shift is. With SR slip resistance. The removable footbed lets you customize your comfort. The 3D mesh keeps your feet dry. Perfect for those working in the cleaning, food and beverage, medical, and catering industries","https://www.safetyjogger.com/fr/eu/chaussures/maud","0.00","Foot protection\Maud sneaker.webp"
"97","Oxypas sneaker","Safety jogger","Foot protection","Equipped with a certified anti-slip sole. Non-slip rubber sole for better grip. Coolmax inner lining: keeps the foot cool and wicks away perspiration.","https://safetyjogger.ru/shop/oxypas-evan-wht/","0.00","Foot protection\Oxypas sneaker.jpg"
"0","Duralight 2 Ladies non safety gumboot","Wayne","Foot Protection","Lightweight, flexible, and durable PVC boot designed for comfort and protection in wet environments. It features a nylon liner for easy cleaning and quick drying, and a smooth outer sole for enhanced slip resistance. ",,"0.00","images/products/1751523629.jpg"
"0"," Egoli 1 Safety Gumboot - F1270 (Black with toffee sole)","Wayne","Foot Protection","These boots are built for tough, wet conditions with steel toe caps, flexible PVC uppers, and chemical-resistant PVC/Nitrile blends. Their cleated soles offer superior grip, while the lightweight design, smooth exterior, and quick-dry nylon liner ensure comfort, hygiene, and easy maintenance.
",,"0.00","images/products/1751524057.jpg"
"0"," Egoli 1 Safety Gumboot - F1271 (White)","Wayne","Foot Protection","These boots feature a flexible PVC upper and a durable nitrile PVC sole that resists oils, fats, animal waste, and chemicals. Designed for safety and comfort, they offer SRA slip resistance, easy-to-clean liners, and optimal toe-spring for walking and kneeling.
",,"0.00","images/products/1751528562.jpg"
"0","Port West Driver Gloves ","Port West","Hand Protection","These premium leather driver gloves feature a fleece-lined Insulatex lining for added warmth and comfort, with a keystone thumb for a better fit. Built for durability, they offer excellent abrasion, tear, and puncture resistance and are CE certified for safety.
",,"0.00","images/products/1751535248.jpg"
"0","Riding Gloves (Pony)","3M","Hand Protection","Made from durable, water-resistant leather with breathable fabric and extra padding for comfort. Lined with 3M Thinsulateâ„¢ for warmth, they feature an adjustable wrist strap and offer a secure grip, making them ideal for riding and outdoor work.
",,"0.00","images/products/1751536054.jpg"
"0","Trench Coats","Trench Coats","Body Protection","Stylish and versatile unisex trench coats designed for all-weather protection. Perfect for a polished, professional look or casual wear. Durable, lightweight, and tailored for comfort.",,"0.00","images/products/1751617542.jpg"
"0","Gripper Safety Gumboot F1210","Wayne","Foot Protection","Made with recycled PVC for flexibility and durability, these boots feature a slip-resistant cleated sole, quick-dry nylon liner, and optimal toe-spring for all-day comfort in tough conditions.
",,"0.00","images/products/1751617898.jpg"
"0","Duralight Lightweight Ladies Gumboots â€“ Olive","Wayne","Foot Protection","Lightweight boots with a recycled PVC upper and sole for flexibility and durability. Features a soft toe design, quick-dry nylon liner, and all-day comfort without added bulk.",,"0.00","images/products/1751618148.jpg"
"0","Rigger Gloves ","EN308.2003","Hand Protection","Crafted for excellent comfort and fit using premium quality leather. Fully lined for added comfort and heat insulation. Best suited for welding and high-heat environments.
",,"0.00","images/products/1751620510.png"
"0","Broken Overall","Zocom","Body Protection","Durable two-piece (jacket & trousers) set with firm stitching to resist wear and tear. Features reflective stripes for added visibility, excellent finishing, and a navy blue color. Easy to wash and quick to dry. Ideal for tough working environments.

",,"0.00","images/products/1751620845.png"
"0","Chest Guard","Zocom","Body Protection"," Crafted for durability and optimal performance, this chest protector offers excellent coverage and impact resistance, making it an essential piece of gear for riders. ",,"0.00","images/products/1751621223.png"
